date,open,high,low,close,volume,yyyymmdd,HHMM,date_time
2024-01-01 09:15:00+05:30,991.55,995.55,991.0,993.85,65281,20240101,0915,20240101_0915
2024-01-01 09:16:00+05:30,993.4,993.95,991.55,992.55,49758,20240101,0916,20240101_0916
2024-01-01 09:17:00+05:30,992.95,993.95,992.85,993.85,15370,20240101,0917,20240101_0917
2024-01-01 09:18:00+05:30,993.85,994.8,993.4,994.8,15564,20240101,0918,20240101_0918
2024-01-01 09:19:00+05:30,994.9,995.05,993.9,994.05,19508,20240101,0919,20240101_0919
2024-01-01 09:20:00+05:30,994.05,994.7,994.0,994.45,5879,20240101,0920,20240101_0920
2024-01-01 09:21:00+05:30,994.1,994.95,994.0,994.9,15134,20240101,0921,20240101_0921
2024-01-01 09:22:00+05:30,994.9,994.95,994.5,994.5,3290,20240101,0922,20240101_0922
2024-01-01 09:23:00+05:30,994.35,994.95,994.15,994.9,8169,20240101,0923,20240101_0923
2024-01-01 09:24:00+05:30,994.95,994.95,994.25,994.55,7393,20240101,0924,20240101_0924
2024-01-01 09:25:00+05:30,994.6,994.9,994.4,994.65,10750,20240101,0925,20240101_0925
2024-01-01 09:26:00+05:30,994.55,994.75,994.2,994.25,7364,20240101,0926,20240101_0926
2024-01-01 09:27:00+05:30,994.1,994.4,994.0,994.2,8814,20240101,0927,20240101_0927
2024-01-01 09:28:00+05:30,994.2,994.8,994.2,994.65,7211,20240101,0928,20240101_0928
2024-01-01 09:29:00+05:30,994.8,995.0,994.3,994.65,13404,20240101,0929,20240101_0929
2024-01-01 09:30:00+05:30,994.35,995.15,994.35,994.8,7055,20240101,0930,20240101_0930
2024-01-01 09:31:00+05:30,994.8,994.85,994.2,994.45,8475,20240101,0931,20240101_0931
2024-01-01 09:32:00+05:30,994.45,994.5,994.35,994.5,2526,20240101,0932,20240101_0932
2024-01-01 09:33:00+05:30,994.5,994.95,994.45,994.8,4153,20240101,0933,20240101_0933
2024-01-01 09:34:00+05:30,994.8,995.0,994.65,994.7,7198,20240101,0934,20240101_0934
2024-01-01 09:35:00+05:30,994.65,995.0,994.65,994.85,4281,20240101,0935,20240101_0935
2024-01-01 09:36:00+05:30,994.8,995.45,994.65,995.45,15293,20240101,0936,20240101_0936
2024-01-01 09:37:00+05:30,995.45,995.45,994.9,995.0,11791,20240101,0937,20240101_0937
2024-01-01 09:38:00+05:30,994.95,995.0,994.3,994.45,13259,20240101,0938,20240101_0938
2024-01-01 09:39:00+05:30,994.35,994.4,993.8,993.8,26840,20240101,0939,20240101_0939
2024-01-01 09:40:00+05:30,993.75,994.2,993.6,994.05,18970,20240101,0940,20240101_0940
2024-01-01 09:41:00+05:30,993.85,994.05,993.85,994.05,8428,20240101,0941,20240101_0941
2024-01-01 09:42:00+05:30,994.05,994.4,993.85,993.9,12284,20240101,0942,20240101_0942
2024-01-01 09:43:00+05:30,993.9,994.15,993.8,994.0,7839,20240101,0943,20240101_0943
2024-01-01 09:44:00+05:30,993.8,994.0,993.5,994.0,7985,20240101,0944,20240101_0944
2024-01-01 09:45:00+05:30,993.65,993.95,993.1,993.4,9007,20240101,0945,20240101_0945
2024-01-01 09:46:00+05:30,993.4,993.95,993.05,993.95,13312,20240101,0946,20240101_0946
2024-01-01 09:47:00+05:30,993.95,993.95,993.35,993.4,5110,20240101,0947,20240101_0947
2024-01-01 09:48:00+05:30,993.4,994.4,993.4,993.8,15199,20240101,0948,20240101_0948
2024-01-01 09:49:00+05:30,993.75,994.25,993.55,993.85,7358,20240101,0949,20240101_0949
2024-01-01 09:50:00+05:30,993.85,994.0,993.55,994.0,6081,20240101,0950,20240101_0950
2024-01-01 09:51:00+05:30,993.8,994.2,993.7,994.2,6264,20240101,0951,20240101_0951
2024-01-01 09:52:00+05:30,994.2,994.4,993.6,994.0,5686,20240101,0952,20240101_0952
2024-01-01 09:53:00+05:30,994.0,995.3,993.75,995.15,6644,20240101,0953,20240101_0953
2024-01-01 09:54:00+05:30,995.2,995.8,994.85,995.8,22545,20240101,0954,20240101_0954
2024-01-01 09:55:00+05:30,996.25,996.5,995.0,995.0,29883,20240101,0955,20240101_0955
2024-01-01 09:56:00+05:30,995.25,995.25,994.7,994.9,13240,20240101,0956,20240101_0956
2024-01-01 09:57:00+05:30,994.9,996.25,994.9,996.0,15114,20240101,0957,20240101_0957
2024-01-01 09:58:00+05:30,995.65,996.3,995.5,996.0,16313,20240101,0958,20240101_0958
2024-01-01 09:59:00+05:30,996.1,996.95,996.0,996.4,47818,20240101,0959,20240101_0959
2024-01-01 10:00:00+05:30,996.35,996.4,995.8,996.35,10577,20240101,1000,20240101_1000
2024-01-01 10:01:00+05:30,996.35,997.3,996.0,997.0,19158,20240101,1001,20240101_1001
2024-01-01 10:02:00+05:30,997.25,997.25,996.35,996.7,10033,20240101,1002,20240101_1002
2024-01-01 10:03:00+05:30,996.7,996.8,996.0,996.3,6002,20240101,1003,20240101_1003
2024-01-01 10:04:00+05:30,996.3,996.3,995.8,996.05,10266,20240101,1004,20240101_1004
2024-01-01 10:05:00+05:30,996.25,996.65,996.05,996.5,9647,20240101,1005,20240101_1005
2024-01-01 10:06:00+05:30,996.4,996.45,995.35,995.55,9774,20240101,1006,20240101_1006
2024-01-01 10:07:00+05:30,995.35,995.5,994.65,995.3,53580,20240101,1007,20240101_1007
2024-01-01 10:08:00+05:30,995.5,996.5,995.25,996.5,13041,20240101,1008,20240101_1008
