date,open,high,low,close,volume,yyyymmdd,HHMM,date_time
2023-01-02 00:00:00+05:30,3870.0,3874.0,3822.55,3841.2,923051,20230102,0000,20230102_0000
2023-01-03 00:00:00+05:30,3841.9,3852.85,3791.0,3830.95,799905,20230103,0000,20230103_0000
2023-01-04 00:00:00+05:30,3839.0,3874.95,3803.6,3827.05,1028377,20230104,0000,20230104_0000
2023-01-05 00:00:00+05:30,3827.05,3842.4,3756.9,3829.8,997006,20230105,0000,20230105_0000
2023-01-06 00:00:00+05:30,3829.0,3868.25,3797.05,3824.25,912159,20230106,0000,20230106_0000
2023-01-09 00:00:00+05:30,3843.0,3880.0,3811.25,3855.3,753981,20230109,0000,20230109_0000
2023-01-10 00:00:00+05:30,3859.0,3862.05,3555.0,3646.9,3595798,20230110,0000,20230110_0000
2023-01-11 00:00:00+05:30,3660.0,3664.5,3560.1,3635.8,2226506,20230111,0000,20230111_0000
2023-01-12 00:00:00+05:30,3642.5,3679.0,3612.0,3647.2,1199785,20230112,0000,20230112_0000
2023-01-13 00:00:00+05:30,3651.2,3736.05,3642.2,3721.15,1364712,20230113,0000,20230113_0000
2023-01-16 00:00:00+05:30,3720.0,3739.95,3600.0,3619.8,1863848,20230116,0000,20230116_0000
2023-01-17 00:00:00+05:30,3620.0,3649.6,3560.2,3639.35,1668381,20230117,0000,20230117_0000
2023-01-18 00:00:00+05:30,3648.0,3648.0,3527.1,3596.7,3652240,20230118,0000,20230118_0000
2023-01-19 00:00:00+05:30,3470.0,3537.7,3426.7,3463.55,3696319,20230119,0000,20230119_0000
2023-01-20 00:00:00+05:30,3450.0,3477.35,3440.95,3456.15,1510258,20230120,0000,20230120_0000
2023-01-23 00:00:00+05:30,3443.05,3460.0,3412.55,3436.35,974857,20230123,0000,20230123_0000
2023-01-24 00:00:00+05:30,3447.45,3508.0,3430.0,3442.0,1518123,20230124,0000,20230124_0000
2023-01-25 00:00:00+05:30,3422.0,3428.0,3315.0,3388.95,3686439,20230125,0000,20230125_0000
2023-01-27 00:00:00+05:30,3335.0,3346.5,2712.0,2761.45,14764368,20230127,0000,20230127_0000
2023-01-30 00:00:00+05:30,2850.0,3037.55,2665.0,2892.85,20947906,20230130,0000,20230130_0000
2023-01-31 00:00:00+05:30,2980.0,3073.6,2906.0,2973.9,11568020,20230131,0000,20230131_0000
2023-02-01 00:00:00+05:30,2995.0,3010.75,1941.2,2135.35,13525314,20230201,0000,20230201_0000
2023-02-02 00:00:00+05:30,2348.85,2348.85,1494.75,1565.25,34474080,20230202,0000,20230202_0000
2023-02-03 00:00:00+05:30,1490.0,1679.9,1017.45,1586.8,43885579,20230203,0000,20230203_0000
2023-02-06 00:00:00+05:30,1575.0,1615.0,1435.2,1572.7,19308603,20230206,0000,20230206_0000
2023-02-07 00:00:00+05:30,1571.0,1962.7,1525.6,1802.95,19188072,20230207,0000,20230207_0000
2023-02-08 00:00:00+05:30,1869.85,2222.15,1840.85,2164.25,19173006,20230208,0000,20230208_0000
2023-02-09 00:00:00+05:30,2168.0,2168.0,1731.4,1925.7,18279862,20230209,0000,20230209_0000
2023-02-10 00:00:00+05:30,1769.0,1990.0,1733.15,1846.95,11334878,20230210,0000,20230210_0000
2023-02-13 00:00:00+05:30,1850.0,1921.7,1662.25,1717.65,12210940,20230213,0000,20230213_0000
2023-02-14 00:00:00+05:30,1735.0,1889.0,1611.35,1749.7,14579030,20230214,0000,20230214_0000
2023-02-15 00:00:00+05:30,1780.0,1824.4,1750.0,1779.1,7636578,20230215,0000,20230215_0000
2023-02-16 00:00:00+05:30,1820.0,1874.95,1790.0,1796.6,5578515,20230216,0000,20230216_0000
2023-02-17 00:00:00+05:30,1800.0,1815.85,1703.2,1722.7,5392513,20230217,0000,20230217_0000
2023-02-20 00:00:00+05:30,1650.0,1685.0,1560.5,1621.45,6762330,20230220,0000,20230220_0000
2023-02-21 00:00:00+05:30,1626.0,1644.45,1561.3,1571.1,5571915,20230221,0000,20230221_0000
2023-02-22 00:00:00+05:30,1535.0,1560.0,1381.2,1404.85,10606476,20230222,0000,20230222_0000
2023-02-23 00:00:00+05:30,1380.0,1438.0,1350.0,1382.65,8907540,20230223,0000,20230223_0000
2023-02-24 00:00:00+05:30,1410.0,1427.0,1261.6,1315.65,8736727,20230224,0000,20230224_0000
2023-02-27 00:00:00+05:30,1300.0,1313.8,1131.05,1193.5,10271008,20230227,0000,20230227_0000
2023-02-28 00:00:00+05:30,1145.0,1398.0,1103.75,1363.85,33948366,20230228,0000,20230228_0000
2023-03-01 00:00:00+05:30,1424.0,1580.0,1411.0,1564.3,20114340,20230301,0000,20230301_0000
2023-03-02 00:00:00+05:30,1499.9,1646.0,1407.9,1607.25,26970925,20230302,0000,20230302_0000
2023-03-03 00:00:00+05:30,1688.85,1905.95,1685.5,1879.5,22888891,20230303,0000,20230303_0000
2023-03-06 00:00:00+05:30,1966.7,2135.0,1855.0,1982.9,27180456,20230306,0000,20230306_0000
2023-03-08 00:00:00+05:30,2040.0,2088.0,1941.0,2039.65,13568243,20230308,0000,20230308_0000
2023-03-09 00:00:00+05:30,2049.8,2068.85,1905.35,1953.15,12627794,20230309,0000,20230309_0000
2023-03-10 00:00:00+05:30,1870.0,1940.0,1820.6,1896.2,9419942,20230310,0000,20230310_0000
2023-03-13 00:00:00+05:30,1917.0,1985.0,1857.4,1874.4,7572604,20230313,0000,20230313_0000
2023-03-14 00:00:00+05:30,1874.0,1874.85,1651.35,1738.2,12679663,20230314,0000,20230314_0000
2023-03-15 00:00:00+05:30,1760.9,1891.45,1728.1,1839.0,12296703,20230315,0000,20230315_0000
2023-03-16 00:00:00+05:30,1861.0,1875.0,1795.0,1843.8,6509495,20230316,0000,20230316_0000
2023-03-17 00:00:00+05:30,1901.0,1918.85,1845.0,1876.55,5969594,20230317,0000,20230317_0000
2023-03-20 00:00:00+05:30,1837.0,1849.95,1777.4,1804.95,5168139,20230320,0000,20230320_0000
2023-03-21 00:00:00+05:30,1836.95,1861.0,1804.95,1824.25,4094018,20230321,0000,20230321_0000
2023-03-22 00:00:00+05:30,1834.0,1850.0,1806.15,1815.4,3248124,20230322,0000,20230322_0000
2023-03-23 00:00:00+05:30,1794.0,1834.0,1780.0,1794.0,4108804,20230323,0000,20230323_0000
2023-03-24 00:00:00+05:30,1796.0,1823.0,1695.25,1740.65,6187968,20230324,0000,20230324_0000
2023-03-27 00:00:00+05:30,1740.65,1757.4,1682.0,1723.05,5053055,20230327,0000,20230327_0000
2023-03-28 00:00:00+05:30,1727.95,1733.0,1573.0,1600.85,8144878,20230328,0000,20230328_0000
2023-03-29 00:00:00+05:30,1602.95,1756.0,1591.1,1740.4,9332702,20230329,0000,20230329_0000
2023-03-31 00:00:00+05:30,1788.0,1825.0,1740.0,1750.45,4893249,20230331,0000,20230331_0000
2023-04-03 00:00:00+05:30,1750.45,1754.95,1695.5,1717.45,3445796,20230403,0000,20230403_0000
2023-04-05 00:00:00+05:30,1717.45,1737.95,1671.55,1698.0,3690559,20230405,0000,20230405_0000
2023-04-06 00:00:00+05:30,1705.0,1793.65,1688.15,1754.05,6012473,20230406,0000,20230406_0000
2023-04-10 00:00:00+05:30,1774.0,1812.7,1760.6,1797.25,4197975,20230410,0000,20230410_0000
2023-04-11 00:00:00+05:30,1810.0,1829.0,1792.85,1803.15,2883672,20230411,0000,20230411_0000
2023-04-12 00:00:00+05:30,1814.0,1858.75,1797.05,1847.25,4809035,20230412,0000,20230412_0000
2023-04-13 00:00:00+05:30,1855.0,1885.0,1826.05,1870.75,3402280,20230413,0000,20230413_0000
2023-04-17 00:00:00+05:30,1870.75,1904.9,1847.0,1878.75,2983032,20230417,0000,20230417_0000
2023-04-18 00:00:00+05:30,1892.0,1902.75,1830.0,1850.95,2542401,20230418,0000,20230418_0000
2023-04-19 00:00:00+05:30,1847.0,1877.7,1835.0,1853.85,2455884,20230419,0000,20230419_0000
2023-04-20 00:00:00+05:30,1855.0,1878.9,1836.85,1842.9,2016823,20230420,0000,20230420_0000
2023-04-21 00:00:00+05:30,1846.0,1853.25,1796.05,1803.0,2090833,20230421,0000,20230421_0000
2023-04-24 00:00:00+05:30,1804.0,1817.4,1775.8,1801.95,1963582,20230424,0000,20230424_0000
2023-04-25 00:00:00+05:30,1806.0,1913.75,1801.8,1844.6,5364841,20230425,0000,20230425_0000
2023-04-26 00:00:00+05:30,1854.0,1874.0,1826.4,1847.9,2422711,20230426,0000,20230426_0000
2023-04-27 00:00:00+05:30,1848.0,1864.95,1832.55,1853.05,1782360,20230427,0000,20230427_0000
2023-04-28 00:00:00+05:30,1868.05,1944.0,1857.15,1924.95,6159130,20230428,0000,20230428_0000
2023-05-02 00:00:00+05:30,1935.0,1966.0,1908.0,1919.85,3813963,20230502,0000,20230502_0000
2023-05-03 00:00:00+05:30,1919.0,1940.0,1785.35,1839.0,5849432,20230503,0000,20230503_0000
2023-05-04 00:00:00+05:30,1839.05,1935.0,1839.05,1911.25,4842127,20230504,0000,20230504_0000
2023-05-05 00:00:00+05:30,1954.8,1955.0,1903.15,1920.3,6137744,20230505,0000,20230505_0000
2023-05-08 00:00:00+05:30,1920.3,1926.9,1876.0,1887.5,2835197,20230508,0000,20230508_0000
2023-05-09 00:00:00+05:30,1900.0,1930.0,1889.1,1896.1,2700563,20230509,0000,20230509_0000
2023-05-10 00:00:00+05:30,1899.0,1914.9,1883.95,1892.15,1970906,20230510,0000,20230510_0000
2023-05-11 00:00:00+05:30,1925.0,2013.75,1910.0,1984.65,8835941,20230511,0000,20230511_0000
2023-05-12 00:00:00+05:30,2009.0,2010.0,1946.55,1964.7,3816201,20230512,0000,20230512_0000
2023-05-15 00:00:00+05:30,1959.9,1964.7,1880.0,1916.05,4836782,20230515,0000,20230515_0000
2023-05-16 00:00:00+05:30,1927.0,1935.0,1881.0,1889.15,3058799,20230516,0000,20230516_0000
2023-05-17 00:00:00+05:30,1900.0,1919.95,1857.75,1899.5,3632797,20230517,0000,20230517_0000
